PG.ProteinGroups,[1] yanliu_20180406_Phos_Cyc_1.raw.PG.NrOfPrecursorsUsedForQuantification,[2] yanliu_20180406_Phos_Cyc_2.raw.PG.NrOfPrecursorsUsedForQuantification,[3] yanliu_20180406_Phos_Cyc_3.raw.PG.NrOfPrecursorsUsedForQuantification,[4] yanliu_20180406_Phos_Cyc_4.raw.PG.NrOfPrecursorsUsedForQuantification,[5] yanliu_20180406_Phos_Cyc_5.raw.PG.NrOfPrecursorsUsedForQuantification,[6] yanliu_20180406_Phos_Cyc_6.raw.PG.NrOfPrecursorsUsedForQuantification,[7] yanliu_20180406_Phos_Cyc_7.raw.PG.NrOfPrecursorsUsedForQuantification,[8] yanliu_20180406_Phos_Cyc_8.raw.PG.NrOfPrecursorsUsedForQuantification,[9] yanliu_20180406_Phos_Cyc_9.raw.PG.NrOfPrecursorsUsedForQuantification,[10] yanliu_20180406_Phos_Cyc_10.raw.PG.NrOfPrecursorsUsedForQuantification,[11] yanliu_20180406_Phos_Noco_1.raw.PG.NrOfPrecursorsUsedForQuantification,[12] yanliu_20180406_Phos_Noco_2.raw.PG.NrOfPrecursorsUsedForQuantification,[13] yanliu_20180406_Phos_Noco_3.raw.PG.NrOfPrecursorsUsedForQuantification,[14] yanliu_20180406_Phos_Noco_4.raw.PG.NrOfPrecursorsUsedForQuantification,[15] yanliu_20180406_Phos_Noco_5.raw.PG.NrOfPrecursorsUsedForQuantification,[16] yanliu_20180406_Phos_Noco_6.raw.PG.NrOfPrecursorsUsedForQuantification,[17] yanliu_20180406_Phos_Noco_7.raw.PG.NrOfPrecursorsUsedForQuantification,[18] yanliu_20180406_Phos_Noco_8.raw.PG.NrOfPrecursorsUsedForQuantification,[19] yanliu_20180406_Phos_Noco_9.raw.PG.NrOfPrecursorsUsedForQuantification,[20] yanliu_20180406_Phos_Noco_10.raw.PG.NrOfPrecursorsUsedForQuantification,[1] yanliu_20180406_Phos_Cyc_1.raw.PG.Quantity,[2] yanliu_20180406_Phos_Cyc_2.raw.PG.Quantity,[3] yanliu_20180406_Phos_Cyc_3.raw.PG.Quantity,[4] yanliu_20180406_Phos_Cyc_4.raw.PG.Quantity,[5] yanliu_20180406_Phos_Cyc_5.raw.PG.Quantity,[6] yanliu_20180406_Phos_Cyc_6.raw.PG.Quantity,[7] yanliu_20180406_Phos_Cyc_7.raw.PG.Quantity,[8] yanliu_20180406_Phos_Cyc_8.raw.PG.Quantity,[9] yanliu_20180406_Phos_Cyc_9.raw.PG.Quantity,[10] yanliu_20180406_Phos_Cyc_10.raw.PG.Quantity,[11] yanliu_20180406_Phos_Noco_1.raw.PG.Quantity,[12] yanliu_20180406_Phos_Noco_2.raw.PG.Quantity,[13] yanliu_20180406_Phos_Noco_3.raw.PG.Quantity,[14] yanliu_20180406_Phos_Noco_4.raw.PG.Quantity,[15] yanliu_20180406_Phos_Noco_5.raw.PG.Quantity,[16] yanliu_20180406_Phos_Noco_6.raw.PG.Quantity,[17] yanliu_20180406_Phos_Noco_7.raw.PG.Quantity,[18] yanliu_20180406_Phos_Noco_8.raw.PG.Quantity,[19] yanliu_20180406_Phos_Noco_9.raw.PG.Quantity,[20] yanliu_20180406_Phos_Noco_10.raw.PG.Quantity
Q9NYY8,Filtered,1,Filtered,Filtered,Filtered,Filtered,1,1,Filtered,1,2,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,99240.3515625,Filtered,Filtered,Filtered,Filtered,995507.625,1264318.125,Filtered,1250277.875,727885.5625,Filtered,Filtered,Filtered,Filtered,1225282.5,Filtered,Filtered,Filtered,Filtered
Q9NYZ3,5,4,4,5,4,4,5,5,6,6,4,4,4,4,4,4,4,4,4,4,440172.65625,547306.75,534640.5,594077.25,512674.21875,558361.6875,440082.6875,409349.125,999232.1875,1218816.25,3581690,3189995,4224479.5,3447789,3640293.25,3610145.75,3596022.5,4525185,3589470.75,3372523.5
Q9NZ09,2,3,2,2,2,3,2,3,3,2,3,3,2,3,2,2,3,3,3,3,609232.625,781385,931600.1875,640377.4375,1031984.875,731019.25,841010.375,466323.75,453912.4375,784978,1350678.5,1743874.375,1340628.5,1421188.875,1579612,1400876.25,1066987,1275804.5,1567524.25,1424434
Q9NZ32,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,145006.890625,274098.8125,196224.953125,155852.34375,271167.90625,245711.484375,183742.375,205956.96875,120479.546875,172324.1875,154248.296875,219431.671875,131946.234375,172291,157373.328125,129688.171875,149228.546875,150991.375,162273.46875,150136.796875
Q9NZ45,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,146456.140625,184849.125,62379.2265625,72201.1875,136138.4375,45079.17578125,69924.03125,60424.53125,112127.40625,93438.859375,38661.6640625,22720.27734375,109937.765625,36013.0390625,46620.25390625,51581.1171875,102649.5234375,66050.375,70337.09375,80995
Q9NZ52,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,489676,599198.75,563515.75,492224.34375,637951,626425.5625,543344.4375,559169.8125,409142.78125,533476.0625,675433.25,751592.1875,555325.9375,593528.9375,626672.1875,702742.25,744159.25,593369.5,707183.4375,668311.75
Q9NZ63,4,5,4,5,4,4,5,5,4,4,5,4,4,4,4,4,5,4,4,5,2551390.5,1985069.5,2887966.5,2284530.5,2918787,3741883.25,1935701.625,1954050.25,2369818.75,3010256.5,1449308.375,1907577.75,1542795.125,1880076.5,2372673.75,2217350.5,1304032,1865654.125,1742167.25,1051180.25
Q9NZ72,1,1,1,1,1,Filtered,1,1,1,1,1,2,2,2,2,2,2,2,1,1,99922.1484375,152715.9375,80093.1640625,283933.40625,120268.5234375,Filtered,60478.234375,44767.9453125,56525.16796875,92731.375,39593.98046875,135294.140625,85186.21875,123980.21875,117642.234375,127898.75,156728.640625,150167.75,48294.37890625,48370.30859375
Q9NZB2,3,4,3,4,3,3,3,3,4,3,4,5,3,4,4,4,2,4,3,5,487617.15625,447605.9375,543580.1875,286472.59375,474275.4375,628093,655799.4375,337730.5625,431417,546845.25,294409.8125,325551.875,282932.5,280374.5625,288994.8125,616964.8125,630861.25,461679.75,592235.375,368313.59375
Q9NZC9,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,4,3,3,3,80369.7421875,82175.3046875,112755.8125,120319.078125,104428.6484375,135392.921875,125987.890625,107334.7578125,58331.42578125,97236.9765625,252253.4375,139477.53125,127375.5390625,197316.21875,242528.25,210428.765625,148342.359375,206501.59375,154023.984375,176167.4375
Q9NZI8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,148340.890625,180567.828125,148243.65625,157983.53125,160310.171875,164199.4375,154226.328125,157386.53125,110333.234375,145272.421875,145793.390625,154297.90625,98454.8046875,145352.5,142794.875,128242.671875,127305.5390625,121531.6015625,138272.203125,86775.0234375
Q9NZJ0,5,3,3,3,3,3,4,3,3,4,4,4,4,3,4,3,4,5,4,4,248305.5625,201081.640625,249464.578125,227515.421875,257338.5,283399.125,229094.265625,128953.8359375,198101.640625,276315.65625,347143.5625,235055.796875,217349.609375,239077.703125,342061.40625,443060.46875,202137.8125,204726.796875,355573.84375,309650.1875
Q9NZJ4,3,3,2,2,2,2,1,3,2,1,2,3,3,3,2,3,3,1,3,3,282470,398551.3125,389126.4375,214860.59375,518031.21875,468678.0625,385271.375,255331.59375,365786.3125,285429.84375,574943.375,464299.1875,431735.875,437000.875,670997.125,475156.21875,414089.9375,407431.15625,480496.5,436534.28125
Q9NZJ5,1,Filtered,1,1,1,1,1,1,Filtered,1,1,1,1,1,1,1,1,1,1,1,23703.939453125,Filtered,20084.427734375,30701.640625,14167.2734375,42337.515625,27737.25390625,30411.974609375,Filtered,21852.50390625,90364.7578125,42711.390625,37976.9140625,60446.375,81497.5546875,100681.6015625,69610.9140625,72525.1875,41517.0078125,65046.15625
Q9NZL4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,235802.84375,237554.578125,258254.1875,268043.875,251664.03125,275148.46875,271604.375,215528.4375,179642.75,225513.453125,318434.78125,268685.34375,237613.53125,74432.75,325529.40625,320864.625,331001.5,339089.78125,362281.5625,311750.375
Q9NZL9,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,304604.5625,307661.15625,309814.625,292215.34375,306813.34375,335918.1875,255739.109375,413054.6875,236726.015625,279266.875,302184.65625,289688.53125,278483,268923.96875,279962.84375,354852.40625,303514.03125,284350.6875,248701.984375,306115.65625
Q9NZM1,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,2,3,2,3,230128.375,322138.03125,192656.265625,208383.375,285967.40625,140446.390625,186739.34375,220105.921875,154423.421875,179047.109375,118218.15625,141631.09375,103345.296875,125057.234375,96407.0859375,93425.8359375,158625.109375,99309.96875,237994.546875,106426.421875
Q9NZM3,3,2,3,2,3,3,2,2,2,2,4,3,3,4,4,4,4,4,3,3,341676.15625,596098.3125,361543.40625,536306.875,533237.75,379173.8125,566368.125,444407.90625,412725.53125,496801.3125,314125.5625,414747.5625,434170.4375,303190.03125,309531.34375,417594.4375,304186.90625,319898.4375,429848.34375,762010.5625
Q9NZM4,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,282092.0625,303781.34375,237801.578125,246098.15625,276780.71875,264427,253612.203125,285062.0625,267152.46875,Filtered
Q9NZM5,Filtered,1,1,1,Filtered,1,1,Filtered,1,Filtered,2,2,Filtered,Filtered,2,2,3,3,3,3,Filtered,111882.234375,95586.8828125,97458.6953125,Filtered,105769.734375,87053.953125,Filtered,79391.7734375,Filtered,189202.859375,203526.9375,Filtered,Filtered,209047.375,212670.59375,203626.328125,216269,140837.484375,167570.90625
Q9NZN3,2,1,3,2,1,2,2,2,2,2,4,4,4,4,3,3,4,4,3,4,27180.80078125,53085.21484375,14833.4384765625,25334.2109375,39461.8671875,28098.728515625,36957.921875,34773.41015625,69864.859375,21405.158203125,199579.875,182172.328125,186641.875,214035.21875,277100.0625,329955.21875,193254,186469.890625,280294,190847.59375
Q9NZN4,Filtered,1,1,1,Filtered,1,1,1,1,1,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,232985.390625,237738.53125,213518.953125,Filtered,280229.40625,185391.171875,217247.390625,104205.625,235175.828125,Filtered,110879.4140625,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q9NZN5,3,3,3,3,3,3,3,3,3,3,4,4,4,5,4,4,3,3,4,4,52629.90625,65345.75,68643.3828125,80685.3125,69778.296875,91220.28125,85220.4375,96657.25,63670.54296875,66783.6328125,177085.59375,104418.8125,70801.3828125,111564.78125,98390.109375,106771.84375,86626.3984375,90318.765625,91452.0859375,87201.265625
Q9NZN8,3,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,451867.53125,506632.125,522473.03125,597719,494467.625,1407349.75,411891.71875,610584.375,443764.375,460651.4375,353344.28125,361102.21875,326671.40625,505996.125,413956.25,481172.4375,471646.8125,685777.75,476827.75,368367.46875
Q9NZQ3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54544.44921875,74074.765625,43326.7734375,73631.46875,70676.875,63556.12890625,50186.07421875,35976.890625,62470.6171875,38886.95703125,49720.38671875,75790.25,40765.44921875,47743.08203125,35433.99609375,43997.4921875,46705.59375,40765.0390625,69963.3515625,48574.17578125
Q9NZQ7,1,1,1,Filtered,Filtered,Filtered,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,11273.0859375,15906.076171875,15686.2236328125,Filtered,Filtered,Filtered,20396.26953125,12858.958984375,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q9NZR1,Filtered,1,1,Filtered,1,1,Filtered,1,Filtered,Filtered,1,1,Filtered,1,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,51107.20703125,38809.23046875,Filtered,64872.76953125,15055.0029296875,Filtered,47746.96875,Filtered,Filtered,39984.51171875,182421.90625,Filtered,116145.875,Filtered,Filtered,Filtered,Filtered,43345.328125,Filtered
Q9NZT2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4671288.5,5631824,4499303,5162536.5,4842799,5642550,4328192.5,4758707.5,3705097.5,4810591.5,9745939,10112934,8685483,10333313,10968122,10210461,8750896,8388867,9676820,6933720
Q9NZU0,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,134639.796875,152717.1875,20099.853515625,17416.85546875,172137.34375,22046.5546875,21328.05859375,19720.029296875,13471.021484375,16623.47265625,17050.931640625,16792.46484375,12445.048828125,8641.5498046875,15809.39453125,17495.861328125,18780.65625,15119.4560546875,12614.9873046875,11887.978515625
Q9NZU5,3,2,1,2,3,2,2,3,3,2,4,4,4,4,4,3,3,4,3,4,26307.376953125,40906.28125,49930.65625,46850.58203125,29922.8984375,51548.28125,69580.25,47506.921875,33074.08203125,58693.859375,257341.5625,124762.96875,276137.71875,388752.75,310460.8125,245323.1875,250159.953125,155337.203125,234356.046875,147572.640625
Q9NZV5,1,1,1,1,Filtered,1,1,1,Filtered,1,1,Filtered,1,1,1,1,1,1,1,1,58654.45703125,114672.96875,83427.8046875,83797.703125,Filtered,61065.359375,97603.203125,89257.484375,Filtered,65918.3671875,233962.25,Filtered,180430.109375,196754.84375,38920.53125,217454.140625,248933.90625,172440.078125,131334.09375,143891.828125
Q9NZW5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,614107,713743.9375,580071.125,509492.65625,901723.375,708467.1875,584166.8125,533295.875,391420.75,548339.4375,114950.953125,126498.1953125,96815.6328125,115260.1953125,105667.2109375,112670.3359375,109816.140625,122278.328125,135306.125,107058.5390625
Q9NZZ3,1,1,1,1,1,1,1,1,1,1,1,1,Filtered,1,1,1,1,1,1,1,42378.6796875,38759.99609375,84981.953125,56197.58984375,44252.88671875,53901.44921875,36652.265625,32228.537109375,39431.4765625,51297.25,20620.185546875,26412.560546875,Filtered,27914.33203125,39014.859375,34822.58203125,25443.876953125,40416.42578125,37323.265625,38469.91015625
Q9P013,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,1,1,1,1,1,1,1,1,1,1,Filtered,60356.58203125,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,41094.078125,Filtered,134733.859375,181113.375,134658.859375,125408.1953125,158821.578125,153395.96875,136049.3125,120522.90625,166771.703125,103652.296875
Q9P016,1,1,1,1,1,Filtered,1,1,1,1,1,1,2,1,1,1,1,Filtered,1,2,25496.6015625,34499.953125,29764.310546875,19859.3828125,25592.310546875,Filtered,30705.595703125,26407.341796875,27926.34375,36945.94921875,44499.296875,43686.078125,31816.85546875,44249.62890625,42720.4375,46996.37890625,40145.65234375,Filtered,72067.671875,43179.0703125
Q9P035,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12644760,11387075,11881957,12197342,11967273,14257487,12230431,11856897,8723389,11335183,8758252,9570370,9440207,9852305,10465476,9771322,8213408.5,8722604,9739910,8430411
Q9P0B6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,484880.25,630543.3125,512461.4375,518749.0625,607960.5,548214.75,893275.1875,602444.875,352086.5625,396191.71875,838991.5625,1035899.8125,482391.28125,887511.875,563379.625,604304.4375,587322.3125,442795.71875,712912.8125,591507.75
Q9P0I2,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,48994.8671875,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,103271.7421875,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q9P0J1,1,Filtered,1,Filtered,Filtered,1,1,1,Filtered,1,1,1,1,1,Filtered,1,1,Filtered,1,1,79887.234375,Filtered,84916.4375,Filtered,Filtered,109930.59375,87546.7421875,81961.2890625,Filtered,81206.4296875,77640.984375,58239.0078125,50931.51171875,60071.796875,Filtered,60619.9921875,58185.92578125,Filtered,47424.67578125,56375.203125
Q9P0J7,Filtered,Filtered,Filtered,1,Filtered,Filtered,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,310065.03125,Filtered,Filtered,212565.0625,221101,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q9P0K1,Filtered,1,Filtered,Filtered,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,1,Filtered,Filtered,Filtered,267529.0625,Filtered,Filtered,279615.34375,288292.8125,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,43800.95703125,Filtered,Filtered,105385.9921875,Filtered,Filtered
Q9P0K7,4,4,4,3,4,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,915309,884502.0625,679862.375,456418.8125,968547.4375,833738.375,553374.25,529017.625,235133.0625,710679.1875,1350471.25,1212612.75,1063449.375,1267466.25,1194017,1240638.625,935388.5,488151.71875,1217331.5,1125651.875
Q9P0K8,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,279593.40625,297525,164522.953125,311240.78125,282290.96875,195818.203125,219678.15625,182398.703125,195077.625,232922.21875,96956.4140625,135274.9375,80068.765625,103587.0625,112733.2109375,104254.90625,93043.9609375,73981.484375,103180.9609375,74858.1328125
Q9P0L0,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,3,3,4,4,167433.765625,202483.78125,206667.90625,206519.640625,189476.421875,172380.109375,172467.15625,161295.34375,118408.1015625,157915.796875,159581.953125,161805.859375,180878.59375,188855.484375,159528.109375,210176.15625,127971.859375,149933.78125,156154.375,163761.828125
Q9P0L1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,7752172.5,3455513.5,9795416,13132084,5631690.5,17659436,13958185,15480142,9400242,12233862,5362975,1473249.75,1522909.375,2096637.125,4308899.5,4806381.5,4829235.5,4855180.5,1973983.125,2924185
Q9P0L2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2,1,1,1,1,1,2,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,805354,101948.875,79735.8125,86308.2109375,92299.4140625,71533.7109375,807945.875,93955.4453125,93072.0625,99982.125
Q9P0M6,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,200392.765625,199121.8125,145408.234375,122612.6328125,119912.4921875,136501.140625,97240.0859375,136800.609375,58557.16015625,60094.3515625,1757125,1518133.125,1737370,1805239.25,1662099.625,1884278.5,1400652.125,1343540.5,1220672.375,1496483.5
Q9P0P0,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,Filtered,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,68670.6796875,111505.0703125,115383.5703125,94388.0546875,75712.8359375,Filtered,41149.2578125,117795.828125,76084.96875,Filtered
Q9P0P8,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,89522.4375,Filtered,Filtered,Filtered,Filtered
Q9P0T4,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2,1,1,2,2,1,2,2,1,2,9787.5966796875,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,89016.1015625,45640.1171875,32311.603515625,60588.03515625,100011.203125,127086.828125,90630.875,94794.8125,45995.0859375,69127.0078125
Q9P0T7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,292530.875,311267.1875,318658.46875,309995.75,309149.15625,333867.5625,302644.25,260299.953125,214370.59375,261961.828125,186328.515625,184427.671875,208406.125,236236.6875,187047.421875,196665.0625,175955.171875,172349.625,230533.40625,162701.046875
Q9P0U3,3,2,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,152784.46875,314523.40625,219912.03125,184680.28125,286217,133947.90625,268971.84375,121994.765625,141918.65625,139669.265625,195577.234375,230853.3125,191813.53125,232355.0625,214367.0625,97460.5859375,116134.1640625,192124.5,186159.796875,198240.296875
Q9P0U4,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,167410.5625,184865.015625,Filtered,Filtered,Filtered,Filtered,Filtered,263455.03125,Filtered,Filtered,Filtered,127581.109375,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q9P0V3,2,1,3,2,2,2,3,3,2,3,4,3,4,3,4,4,4,4,3,4,1137706.875,1939765.875,776272.5625,1941878.375,1242842.75,1292432.25,782709.5625,792537.1875,970626.875,815442.5625,657779.375,665086,723748.25,706636,631881.3125,746367.9375,647809.125,634032,744619.1875,609480.6875
Q9P0V9,3,3,3,4,4,4,3,3,4,3,4,4,3,3,4,4,4,3,4,4,85739.2265625,79105.5546875,96412.4140625,151363.34375,71137.78125,99340.5859375,86515.265625,95197.3359375,74359.9921875,98220.5078125,57098.30078125,32178.6171875,31279.3984375,40575.1328125,41722.44921875,46748.57421875,37853.9140625,63524.265625,34647.4140625,40958.16796875
Q9P107,1,1,Filtered,Filtered,1,1,Filtered,Filtered,Filtered,1,Filtered,1,1,1,1,1,1,1,1,1,20832.869140625,24157.53515625,Filtered,Filtered,20458.662109375,34148.03125,Filtered,Filtered,Filtered,21250.376953125,Filtered,14490.55078125,12264.373046875,13799.2548828125,13542.4384765625,12961.1806640625,10573.607421875,12679.9609375,17156.005859375,9954.2587890625
Q9P1F3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16592.033203125,1011.19781494141,43301.23046875,25624.2578125,6979.64794921875,13408.9990234375,22153.455078125,5917.94384765625,34935.2421875,19533.638671875,20968.130859375,7245.6552734375,13815.796875,11670.16015625,9242.853515625,5712.15234375,13787.3935546875,21257.916015625,9240.25,22341.646484375
Q9P1Q0,1,1,1,1,1,1,1,1,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,91818.7578125,104664.75,95635.4609375,77481.1484375,82012.0546875,113365.1015625,74844.0859375,75598.6875,Filtered,85644.015625,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q9P1T7,1,1,Filtered,1,Filtered,1,Filtered,Filtered,1,1,Filtered,1,1,1,1,1,1,1,1,1,32411.2578125,29284.814453125,Filtered,21372.193359375,Filtered,26481.662109375,Filtered,Filtered,14753.67578125,20597.259765625,Filtered,46855.2578125,47781.56640625,54982.7109375,51393.61328125,45318.43359375,41331.49609375,48086.34375,42991.421875,46553.94140625
Q9P1Y5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,84860.125,161901.4375,158359.9375,70632.7421875,82107.5,180486.921875,72994.9140625,140006.28125,124757.4609375,148536.34375,279788.1875,147356.25,133297.90625,246918.609375,243203.234375,243645.578125,252695.078125,207874.53125,251216.796875,115746.59375
Q9P1Y6,5,5,3,3,3,4,4,3,3,4,4,4,5,3,4,5,3,4,4,5,3271574,3081569.5,4999280.5,4398413,5477040.5,4623715.5,2739054,4749003,4133310.5,4309712,2526163.75,2985516.5,1933112.125,3354378,1760757.5,2410728.25,3640283.5,2575535.75,2714165.5,2001151.25
Q9P1Z0,1,1,1,1,1,1,1,1,Filtered,1,1,1,1,1,1,1,1,1,1,1,41067.1171875,34565.25,28732.189453125,18496.1796875,42422.2890625,36368.5234375,32479.240234375,29464.673828125,Filtered,25705.498046875,44375.1328125,66224.2109375,65332.5078125,77432.4921875,67559.8828125,53955.78515625,54522.73828125,50950.91015625,74245.890625,69933.8125
Q9P206,5,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1113172,1178818.75,932757.375,1454489.75,1198197.5,922926.25,914488.5,808317.875,642378.375,774996.9375,2209237.25,1999138.25,1869186.875,2052458.25,2031895.75,2147728.5,1999594.5,1795620.625,2139126,1813883.125
Q9P209,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,1,Filtered,1,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,23035.974609375,Filtered,Filtered,Filtered,34584.7265625,Filtered,34180.1015625,Filtered,16903.103515625,Filtered
Q9P212,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,114801.515625,152946.28125,154355.8125,138802.125,159549.65625,161480.46875,148517.21875,127155.9375,95293.453125,132192.234375,41811.84375,80948.7734375,66185.875,67004.6328125,74998.546875,78425.734375,54442.15234375,65195.16015625,75233.1484375,52574.61328125
Q9P215,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1215469.875,Filtered,Filtered,Filtered,Filtered,Filtered,165957.46875,Filtered,Filtered,Filtered
Q9P227,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,146055.4375,190717.4375,88195.375,99468.078125,135282.78125,110662.890625,126009.234375,163910.21875,99524.9921875,126689.125,292980.1875,262474,201962.8125,295648.8125,264348.15625,231517.421875,254284.5,325309.375,294970.90625,218689.765625
Q9P243,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2,1,1,1,1,1,2,2,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,43575.05859375,138068.390625,63093.79296875,94415.0625,57631.6796875,76564.6015625,63534.21875,51558.5234375,126648.25,80597.3984375
Q9P246,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,417241.875,434493.125,278740.5,274158.4375,214446.8125,384083.375,273442.3125,329990.09375,240959.53125,337539.4375,825603.125,797536.5,782314.5,901269.5625,968903.875,747559.6875,716483.9375,654865.125,837885.4375,800104.875
Q9P258,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,2,4,3,4,3,128386.7265625,57698.2734375,147949.640625,279029.84375,102249.96875,190263,128145.8671875,102384.3203125,253369.734375,146027.8125,86859.5546875,51901.7421875,95542.4765625,65492.7421875,117982.421875,94900.640625,104027.6484375,89239.4375,80476.8125,78666.0859375
